fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
31,Nicholas Reed,Cold Finisher,"Nicholas Reed ""Cold Finisher""",28,male,United States,197,Heavyweight,120.2,Granite MMA,Striker,orthodox,ambidextrous,Calm,Gatekeeper,Steady/Balanced,56,56,47,51,44,50,50,34,45,30,43,51,33,40,34,33,42,42,44,45,49,50,43,43,46,46,44.1,50,56.1,50,76,41,53,78,40,69,51,51,50,49,55,45,47,53,52,45,48,53,46,8,9,0,17,0.471,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Nicholas Reed won't headline a pay-per-view, but every prospect moving up the Heavyweight ranks eventually has to get through a fighter like this. Genuine one-punch power is the calling card, with a scary-accurate jab not far behind. Nicholas Reed isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 8-9 in 17 fights tells most of the story. Fights on the regional circuit, usually across from someone trying to climb past this level.",46.1,50,,unspectacular_filler
32,Fergus Doyle,Battle-Worn Test,"Fergus Doyle ""Battle-Worn Test""",32,male,Ireland,184,Welterweight,77.1,Independent camp,Balanced,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,47,51,47,48,49,47,50,50,46,52,53,48,50,51,51,57,51,55,65,58,59,51,55,51,57,43,51.6,56,57.4,53,62,49,75,80,42,72,55,52,48,51,45,47,52,52,49,49,49,48,51,10,13,0,23,0.435,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Fergus Doyle won't headline a pay-per-view, but every prospect moving up the Welterweight ranks eventually has to get through a fighter like this. Explosive first-step speed is the calling card, with the ability to change gameplans on the fly not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 10-13 in 23 fights tells most of the story. Fights grinding on the local scene, usually across from someone trying to climb past this level.",54.3,83,,crowd_favorite_gatekeeper
33,Cheryl Sanchez,The Country Grinder,"Cheryl Sanchez ""The Country Grinder""",24,female,United States,161,Strawweight,52.2,Forge Conditioning,Wrestler,orthodox,right,Calm,Prospect,Steady/Balanced,40,33,34,31,39,37,43,56,61,46,51,40,56,59,68,46,59,50,42,46,45,62,51,40,47,41,47.0,78,56.2,45,77,49,58,79,47,71,54,45,49,55,54,55,50,52,45,53,55,50,54,3,3,0,6,0.5,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Cheryl Sanchez is young enough that the ceiling is still the story — on the sport's biggest stage, the tools already look real. Opponents tend to game-plan around suffocating top position first — takedown defense that frustrates grapplers is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 3-3 in 6 fights tells most of the story. Matchmakers are already circling for the next step up.",63.2,82,0.571,prospect_flameout
34,John Lee,The Plowhorse,"John Lee ""The Plowhorse""",18,male,United States,175,Bantamweight,61.2,Empire Training Center,Wrestler,orthodox,right,Showman,Unproven,Fragile - fades under pressure,40,41,42,36,34,46,48,70,55,43,46,42,54,64,74,40,70,49,41,44,48,48,49,46,56,41,48.7,59,49.8,63,50,62,59,39,71,47,48,47,48,45,46,71,73,45,50,52,50,50,52,0,0,0,0,0.0,P5,Tier3_Regional,Minimal - record only,"Early returns on John Lee are mixed — moments of real promise, undercut by nights where things fall apart fast. The gameplan usually starts with a wrestler's knack for putting people on the mat, backed up by fence-wrestling that wears opponents down. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. John Lee has yet to make a professional debut. Fighting on hometown cards far from the big lights while the sample size builds.",56.3,56,1.0,straightforward_prospect_record
35,Jonathan Leite,The Sniper,"Jonathan Leite ""The Sniper""",28,male,Brazil,171,Featherweight,65.8,Coastal Institute,Striker,orthodox,right,Calm,Gatekeeper,Steady/Balanced,49,55,48,54,58,56,47,28,40,29,42,48,37,40,39,34,34,37,49,49,48,55,45,36,51,39,44.1,50,54.4,41,71,40,50,79,48,69,55,48,48,54,53,51,52,45,54,50,53,47,53,5,6,0,11,0.455,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Jonathan Leite won't headline a pay-per-view, but every prospect moving up the Featherweight ranks eventually has to get through a fighter like this. The gameplan usually starts with a scary-accurate jab, backed up by elusive head movement. Jonathan Leite isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Jonathan Leite is 5-6 through 11 fights. Fights in a promotion pushing hard to be the next big thing, usually across from someone trying to climb past this level.",50.2,59,,unspectacular_filler
36,Artem Petrovsky,The No-Easy-Night Gatekeeper,"Artem Petrovsky ""The No-Easy-Night Gatekeeper""",30,male,Russia,182,Welterweight,77.1,Anvil MMA,Wrestler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,50,52,37,39,42,41,52,65,67,55,55,53,54,58,59,43,70,56,56,51,52,60,48,46,53,54,52.6,55,55.4,48,75,46,52,70,44,65,49,50,49,48,47,48,48,47,54,51,46,53,49,9,12,1,22,0.409,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Artem Petrovsky won't headline a pay-per-view, but every prospect moving up the Welterweight ranks eventually has to get through a fighter like this. The gameplan usually starts with a wrestler's knack for putting people on the mat, backed up by takedown defense that frustrates grapplers. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 9-12-1 in 22 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",52.3,56,,never_ranked_but_respected
37,Joe Wilson,The Grinder,"Joe Wilson ""The Grinder""",28,male,United States,172,Bantamweight,61.2,Black BJJ,Wrestler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,42,42,31,32,36,37,51,78,66,43,57,50,56,59,66,48,70,64,60,54,53,63,53,41,57,42,52.0,55,56.1,40,74,45,57,72,50,70,45,54,45,52,47,53,54,45,50,54,55,50,52,9,11,0,20,0.45,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Joe Wilson is the kind of Bantamweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with fence-wrestling that wears opponents down, backed up by takedown defense that frustrates grapplers. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Joe Wilson is 9-11 through 20 fights. Fights in the deepest, most dangerous division there is, usually across from someone trying to climb past this level.",57.8,69,,never_ranked_but_respected
38,Jean Mendoza,The Finisher,"Jean Mendoza ""The Finisher""",23,female,United States,172,Bantamweight,61.2,Ronin Boxing,Striker,orthodox,left,Calm,Fringe,Grinder - overperforms tools,33,49,35,31,42,27,26,25,36,18,18,34,24,27,27,25,25,29,34,30,30,29,36,28,38,31,30.3,30,59.9,46,79,40,58,72,50,72,51,46,53,50,52,50,52,55,63,53,63,49,46,1,1,0,2,0.5,P6,Tier3_Regional,Minimal - record only,"Jean Mendoza isn't blessed with much physical talent, and somehow the record is still better than it has any right to be. Opponents tend to game-plan around elusive head movement first — a knack for recovering between rounds is what usually catches them out anyway. Jean Mendoza isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. 1-1. A short professional résumé so far, at 2 fights. Fights on the regional circuit, taking whatever bouts are offered.",45.6,48,0.429,(none - fallback used)
39,Henry Peterson,All-Around Toolbox,"Henry Peterson ""All-Around Toolbox""",31,male,United States,173,Flyweight,56.7,Bushi Conditioning,Balanced,orthodox,right,Calm,Gatekeeper,Steady/Balanced,55,60,51,54,55,56,61,56,51,53,65,54,59,54,58,57,60,56,71,64,57,57,60,56,55,52,57.2,61,57.2,43,75,47,50,78,50,74,55,55,45,55,55,47,52,55,51,53,55,49,50,7,7,0,14,0.5,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Henry Peterson won't headline a pay-per-view, but every prospect moving up the Flyweight ranks eventually has to get through a fighter like this. Opponents tend to game-plan around a sharp read of opponents mid-fight first — a scramble instinct that survives bad positions is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 7-7 in 14 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",52.3,54,,unspectacular_filler
40,Angelina Orlov,Trigger,"Angelina Orlov ""Trigger""",28,female,Russia,165,Flyweight,56.7,Eastside Dojo,Striker,orthodox,right,Quiet Professional,Gatekeeper,Steady/Balanced,62,55,47,55,48,49,48,32,42,32,35,50,35,34,34,32,39,40,45,47,60,38,43,40,40,42,43.2,47,57.6,45,70,35,56,72,33,65,46,50,50,46,48,48,30,47,78,45,52,49,47,9,14,0,23,0.391,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Angelina Orlov won't headline a pay-per-view, but every prospect moving up the Flyweight ranks eventually has to get through a fighter like this. The gameplan usually starts with a scary-accurate jab, backed up by explosive first-step speed. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 9-14 across 23 professional fights. Fights on a card that draws real regional attention, usually across from someone trying to climb past this level.",43.3,36,,unglamorous_middle
41,Ronald Bailey,Heavy Weight,"Ronald Bailey ""Heavy Weight""",32,male,United States,193,Heavyweight,120.2,Ronin Gym,Grappler,orthodox,left,Calm,Gatekeeper,Steady/Balanced,38,41,35,38,33,37,43,44,45,59,58,31,43,49,56,61,40,57,37,38,34,39,37,46,42,39,43.1,45,57.2,40,70,42,57,77,40,69,46,50,54,50,48,55,48,53,54,51,52,49,51,13,8,1,22,0.591,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Ronald Bailey is the kind of Heavyweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Opponents tend to game-plan around constant danger on the ground first — a scramble instinct that survives bad positions is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 13-8-1 across 22 professional fights. Fights on a well-regarded mid-tier circuit, usually across from someone trying to climb past this level.",51.8,49,,never_ranked_but_respected
42,Tyler Martinez,The Exam,"Tyler Martinez ""The Exam""",31,male,United States,176,Featherweight,65.8,Iron Training Camp,Balanced,orthodox,right,Aggressive,Gatekeeper,Steady/Balanced,43,46,43,44,45,45,43,42,40,46,52,45,45,44,44,46,43,48,58,57,44,42,47,44,48,46,45.8,49,53.5,79,43,74,68,32,57,54,48,55,47,51,51,54,49,53,54,54,45,45,45,8,8,0,16,0.5,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Tyler Martinez is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The ability to change gameplans on the fly is the calling card, with a sharp read of opponents mid-fight not far behind. Tyler Martinez isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 8-8 across 16 professional fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",49.8,51,,crowd_pleaser_not_titles
43,Jesse Ramos,Late Counter,"Jesse Ramos ""Late Counter""",27,male,United States,185,Welterweight,77.1,Desert Athletic,Counter-Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,54,61,45,43,61,53,53,31,51,26,40,44,38,42,31,36,44,45,59,50,51,50,51,52,53,48,46.6,47,55.2,47,60,50,60,73,50,79,47,48,46,48,52,48,48,47,54,48,45,48,55,3,4,0,7,0.429,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jesse Ramos is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with elusive head movement, backed up by a scary-accurate jab. Jesse Ramos isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Jesse Ramos is 3-4 through 7 fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",51.5,58,0.357,roster_filler
44,Dmitry Komarov,Grinding Ground Zero,"Dmitry Komarov ""Grinding Ground Zero""",32,male,Russia,180,Lightweight,70.3,Steel Lab,Grappler,orthodox,right,Showman,Gatekeeper,Steady/Balanced,38,38,33,36,32,33,47,43,46,53,50,33,52,57,58,62,50,62,46,55,37,48,38,54,45,33,45.3,48,53.4,62,55,65,78,37,70,46,48,51,48,48,49,78,79,46,48,55,48,45,49,9,19,0,28,0.321,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Dmitry Komarov is the kind of Lightweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with defensive discipline in tight spaces, backed up by suffocating top position. Dmitry Komarov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 9-19 across 28 professional fights. A reliable measuring-stick fight for whoever's moving up next.",58.8,90,,crowd_favorite_gatekeeper
45,Ethan Ramos,Wall,"Ethan Ramos ""Wall""",37,male,United States,172,Lightweight,70.3,Peak Athletic,Balanced,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,55,60,62,56,52,59,52,57,54,52,58,56,55,57,53,58,60,57,74,62,59,52,54,58,54,55,57.0,57,59.6,55,67,37,59,68,35,65,54,51,55,52,51,50,33,51,75,54,46,48,48,27,18,0,45,0.6,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Ethan Ramos isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. The gameplan usually starts with the ability to change gameplans on the fly, backed up by fence-wrestling that wears opponents down. Ethan Ramos isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. 27-18 in 45 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",49.9,51,,never_ranked_but_respected
46,Anton Sorokin,Matador,"Anton Sorokin ""Matador""",25,male,Russia,169,Lightweight,70.3,Apex Dojo,Counter-Striker,orthodox,right,Calm,Gatekeeper,Steady/Balanced,55,56,50,50,63,51,47,38,48,37,38,40,37,46,29,30,38,50,67,45,48,45,49,46,49,47,46.1,50,58.1,44,77,44,53,75,47,71,53,53,49,55,54,55,46,48,66,48,57,49,46,5,4,0,9,0.556,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Anton Sorokin won't headline a pay-per-view, but every prospect moving up the Lightweight ranks eventually has to get through a fighter like this. A scary-accurate jab is the calling card, with genuine one-punch power not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 5-4 in 9 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",51.7,58,0.889,(none - fallback used)
47,Shirley Alvarez,Freight-Train Collector,"Shirley Alvarez ""Freight-Train Collector""",21,female,United States,170,Flyweight,56.7,Alpha Academy,Wrestler,orthodox,right,Quiet Professional,Unproven,Grinder - overperforms tools,46,52,44,43,43,44,50,79,54,45,41,52,54,70,66,49,70,52,43,49,64,66,42,45,56,51,52.7,60,59.6,46,69,45,58,65,40,73,52,53,50,47,48,41,30,50,71,53,49,51,48,2,1,0,3,0.667,P7,Tier3_Regional,Minimal - record only,"Shirley Alvarez doesn't have the flashiest tools in the Flyweight division, but keeps finding a way to be the one with a hand raised. Opponents tend to game-plan around suffocating top position first — fence-wrestling that wears opponents down is what usually catches them out anyway. Discipline and a refusal to have a bad camp go to waste have carried Shirley Alvarez further than raw ability ever would have. 2-1 in 3 fights tells most of the story. Too early to know what this career becomes.",54.9,52,0.5,early_career_raw
